correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
?,M15,modal,must_single,B,,,Reese is required to patch the wall crack or tighten the cabinet screws.,Reese is free to tighten the cabinet screws.,9286,Premise: Reese is required to patch the wall crack or tighten the cabinet screws. / Conclusion: Reese is free to tighten the cabinet screws.,b,html-keyboard-response,55,2.1.0,312388,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_single
?,M10,modal,must_and,AND,,,Riley is expected to boil the pasta or chop the vegetables.,Riley is free to boil the pasta and is free to chop the vegetables.,17419,Premise: Riley is expected to boil the pasta or chop the vegetables. / Conclusion: Riley is free to boil the pasta and is free to chop the vegetables.,n,html-keyboard-response,57,2.1.0,330820,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_and
?,W30,want,want_single,A,,,Frankie wants to marinate the tofu or set the table.,Frankie wants to marinate the tofu.,5964,Premise: Frankie wants to marinate the tofu or set the table. / Conclusion: Frankie wants to marinate the tofu.,b,html-keyboard-response,59,2.1.0,337788,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_single
Y,C17,control,conditional,,,,"Since the electricity went out, the laboratory instruments shut down.",The building lost electrical power.,9830,"Premise: Since the electricity went out, the laboratory instruments shut down. / Conclusion: The building lost electrical power.",b,html-keyboard-response,61,2.1.0,348621,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conditional
N,C47,control,presupposition,,,,"Thomas broke his leg, again.",Thomas broke his arm in the past.,2963,"Premise: Thomas broke his leg, again. / Conclusion: Thomas broke his arm in the past.",n,html-keyboard-response,63,2.1.0,352596,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,presupposition
N,C31,control,quantifier,,,,Some cars have all-wheel drive.,Some cars have dual exhaust.,2351,Premise: Some cars have all-wheel drive. / Conclusion: Some cars have dual exhaust.,n,html-keyboard-response,65,2.1.0,355951,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,W33,want,want_mind_and,AND,,,Ryan wants to scrub the tile grout or paint the hallway.,Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,5346,Premise: Ryan wants to scrub the tile grout or paint the hallway. / Conclusion: Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,b,html-keyboard-response,67,2.1.0,362300,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_and
?,M11,modal,must_and,AND,,,Cameron is required to pack the carry-on bag or book the train tickets.,Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,11032,Premise: Cameron is required to pack the carry-on bag or book the train tickets. / Conclusion: Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,n,html-keyboard-response,69,2.1.0,374340,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_and
?,W38,want,want_mind_single,A,,,Casey wants to rehearse the presentation or edit the slide deck.,Casey would be okay with rehearsing the presentation.,14169,Premise: Casey wants to rehearse the presentation or edit the slide deck. / Conclusion: Casey would be okay with rehearsing the presentation.,b,html-keyboard-response,71,2.1.0,389516,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_single
N,M19,modal,all_and,AND,,,All of them mounted the canvas or sanded the wooden edges.,"Some of them  mounted the canvas, and some of them sanded the wooden edges.",6427,"Premise: All of them mounted the canvas or sanded the wooden edges. / Conclusion: Some of them  mounted the canvas, and some of them sanded the wooden edges.",b,html-keyboard-response,73,2.1.0,396948,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_and
N,C32,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it may not have poison glands.",5983,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it may not have poison glands.",n,html-keyboard-response,75,2.1.0,403940,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,W37,want,want_mind_single,B,,,Rowan wants to format the bibliography or read the article summary.,Rowan is fine with reading the article summary.,7540,Premise: Rowan wants to format the bibliography or read the article summary. / Conclusion: Rowan is fine with reading the article summary.,b,html-keyboard-response,77,2.1.0,412484,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_single
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,12044,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,b,html-keyboard-response,79,2.1.0,425542,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_and
N,M21,modal,all_single,B,,,Every participant restrung the instrument or polished the lyrics.,At least one participant polished the lyrics.,19325,Premise: Every participant restrung the instrument or polished the lyrics. / Conclusion: At least one participant polished the lyrics.,n,html-keyboard-response,81,2.1.0,445877,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_single
N,M18,modal,all_and,AND,,,Each person sketched the layout or photographed the finished piece.,"At least one person sketched the layout, and at least one  photographed the finished piece.",9660,"Premise: Each person sketched the layout or photographed the finished piece. / Conclusion: At least one person sketched the layout, and at least one  photographed the finished piece.",n,html-keyboard-response,83,2.1.0,456540,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_and
Y,C39,control,presupposition,,,,Anne realized that the tire was flat.,The tire was flat.,4556,Premise: Anne realized that the tire was flat. / Conclusion: The tire was flat.,b,html-keyboard-response,85,2.1.0,462097,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
?,M06,modal,allowed_single,A,,,Parker is free to renew the passport or arrange the airport ride.,Parker is free to renew the passport.,5012,Premise: Parker is free to renew the passport or arrange the airport ride. / Conclusion: Parker is free to renew the passport.,b,html-keyboard-response,87,2.1.0,468116,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_single
N,C18,control,conditional,,,,"If the printer jams this morning, the reports will be delayed.",The device will power off on its own.,4377,"Premise: If the printer jams this morning, the reports will be delayed. / Conclusion: The device will power off on its own.",n,html-keyboard-response,89,2.1.0,473500,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
Y,C28,control,quantifier,,,,There exists a book that has been read by everyone.,Everyone read at least one book.,4655,Premise: There exists a book that has been read by everyone. / Conclusion: Everyone read at least one book.,n,html-keyboard-response,91,2.1.0,479164,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,quantifier
N,C21,control,conditional,,,,"If the package arrives tomorrow, the office will process it immediately.",The parcel will be handled in a week time.,3532,"Premise: If the package arrives tomorrow, the office will process it immediately. / Conclusion: The parcel will be handled in a week time.",n,html-keyboard-response,93,2.1.0,483700,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
?,W40,want,atleast_single_a,A,,,Charlie wants to trim the hedges or at least stake the tomato vines.,Charlie wants to trim the hedges.,5546,Premise: Charlie wants to trim the hedges or at least stake the tomato vines. / Conclusion: Charlie wants to trim the hedges.,b,html-keyboard-response,95,2.1.0,490260,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_a
Y,C02,control,conjunction,,,,Jacob opened the window and let in some fresh air.,Jacob allowed fresh air to enter the room.,4446,Premise: Jacob opened the window and let in some fresh air. / Conclusion: Jacob allowed fresh air to enter the room.,b,html-keyboard-response,97,2.1.0,495709,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conjunction
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,4078,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,99,2.1.0,500789,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_a
N,M22,modal,all_single,A,,,Each person greeted the guests or set up the projector.,At least one person greeted the guests.,9908,Premise: Each person greeted the guests or set up the projector. / Conclusion: At least one person greeted the guests.,n,html-keyboard-response,101,2.1.0,511700,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_single
Y,C04,control,conjunction,,,,The student opened the window and aired out the room.,The student let fresh air inside.,3662,Premise: The student opened the window and aired out the room. / Conclusion: The student let fresh air inside.,b,html-keyboard-response,103,2.1.0,516372,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conjunction
?,W29,want,want_single,B,,,Jamie wants to draft the introduction or annotate the source text.,Jamie wants to annotate the source text.,4665,Premise: Jamie wants to draft the introduction or annotate the source text. / Conclusion: Jamie wants to annotate the source text.,b,html-keyboard-response,105,2.1.0,522045,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_single
?,M05,modal,allowed_single,B,,,Devin has permission to photograph the sculpture garden or to adjust the white balance.,Devin has permission to adjust the white balance.,6950,Premise: Devin has permission to photograph the sculpture garden or to adjust the white balance. / Conclusion: Devin has permission to adjust the white balance.,b,html-keyboard-response,107,2.1.0,529996,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_single
N,C22,control,conditional,,,,"If the lamp stops working, we will replace the bulb.",The bulb will be changed.,4842,"Premise: If the lamp stops working, we will replace the bulb. / Conclusion: The bulb will be changed.",n,html-keyboard-response,109,2.1.0,535844,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
?,W46,want,atleast_single_b,B,,,Corey wants to record a demo or at least tune the guitar.,Corey wants to tune the guitar.,3105,Premise: Corey wants to record a demo or at least tune the guitar. / Conclusion: Corey wants to tune the guitar.,b,html-keyboard-response,111,2.1.0,539957,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_b
?,M02,modal,allowed_and,AND,,,Kennedy is free to harvest the cucumbers or compost the clippings.,Kennedy is free to harvest the cucumbers and is free to compost the clippings.,6455,Premise: Kennedy is free to harvest the cucumbers or compost the clippings. / Conclusion: Kennedy is free to harvest the cucumbers and is free to compost the clippings.,b,html-keyboard-response,113,2.1.0,547412,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_and
?,W35,want,want_mind_and,AND,,,Bailey wants to plant the herb seeds or mulch the garden bed.,Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,6659,Premise: Bailey wants to plant the herb seeds or mulch the garden bed. / Conclusion: Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,b,html-keyboard-response,115,2.1.0,555076,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_and
N,M23,modal,all_single,B,,,All of them scouted the shooting location or packed the lens kit.,Some of them packed the lens kit.,16300,Premise: All of them scouted the shooting location or packed the lens kit. / Conclusion: Some of them packed the lens kit.,n,html-keyboard-response,117,2.1.0,572381,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_single
?,M13,modal,must_single,B,,,Logan is supposed to clean the exercise gear or time the sprint intervals.,Logan is allowed to time the sprint intervals.,8596,Premise: Logan is supposed to clean the exercise gear or time the sprint intervals. / Conclusion: Logan is allowed to time the sprint intervals.,b,html-keyboard-response,119,2.1.0,581979,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_single
N,C30,control,quantifier,,,,Some birds have long legs.,Some birds have long beaks.,2461,Premise: Some birds have long legs. / Conclusion: Some birds have long beaks.,n,html-keyboard-response,121,2.1.0,585444,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,W31,want,want_single,B,,,Taylor wants to pack the leftovers or simmer the sauce.,Taylor wants to simmer the sauce.,4133,Premise: Taylor wants to pack the leftovers or simmer the sauce. / Conclusion: Taylor wants to simmer the sauce.,b,html-keyboard-response,124,2.1.0,604629,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_single
N,C23,control,conditional,,,,"If the door sensor malfunctions, the lights will stay on overnight.",The lights will turn off early in the evening.,13738,"Premise: If the door sensor malfunctions, the lights will stay on overnight. / Conclusion: The lights will turn off early in the evening.",n,html-keyboard-response,126,2.1.0,619373,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
N,C08,control,conjunction,,,,The delivery truck stopped at the warehouse and unloaded several crates.,The delivery truck stopped at the supermarket.,4475,Premise: The delivery truck stopped at the warehouse and unloaded several crates. / Conclusion: The delivery truck stopped at the supermarket.,n,html-keyboard-response,128,2.1.0,624853,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conjunction
?,W27,want,want_and,AND,,,Ari wants to outline the report or email the instructor questions.,Ari wants to outline the report and wants to email the instructor questions.,8096,Premise: Ari wants to outline the report or email the instructor questions. / Conclusion: Ari wants to outline the report and wants to email the instructor questions.,b,html-keyboard-response,130,2.1.0,633951,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_and
?,W47,want,atleast_single_b,B,,,Sawyer wants to test the microphone or at least review the agenda.,Sawyer wants to review the agenda.,4153,Premise: Sawyer wants to test the microphone or at least review the agenda. / Conclusion: Sawyer wants to review the agenda.,b,html-keyboard-response,132,2.1.0,639117,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_b
Y,C16,control,conditional,,,,"Since Carla didn’t charge her phone, it died halfway through the call.",Carla failed to charge her phone.,4717,"Premise: Since Carla didn’t charge her phone, it died halfway through the call. / Conclusion: Carla failed to charge her phone.",b,html-keyboard-response,134,2.1.0,644837,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conditional
?,M01,modal,allowed_and,AND,,,Kendall has permission to print the travel itinerary or to check the boarding times.,Kendall has permission to print the travel itinerary and has permission to check the boarding times.,7213,Premise: Kendall has permission to print the travel itinerary or to check the boarding times. / Conclusion: Kendall has permission to print the travel itinerary and has permission to check the boarding times.,b,html-keyboard-response,136,2.1.0,653052,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_and
?,M08,modal,must_and,AND,,,Eden should clean the air filter or replace the lightbulb.,"Eden may clean the air filter, and may replace the lightbulb.",10774,"Premise: Eden should clean the air filter or replace the lightbulb. / Conclusion: Eden may clean the air filter, and may replace the lightbulb.",b,html-keyboard-response,138,2.1.0,664829,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_and
?,W34,want,want_mind_and,AND,,,Kelly wants to stretch the hamstrings or pack the first-aid kit.,Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,4128,Premise: Kelly wants to stretch the hamstrings or pack the first-aid kit. / Conclusion: Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,b,html-keyboard-response,140,2.1.0,669960,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_and
Y,C29,control,quantifier,,,,There is a person who is an idol for everyone.,Everybody has an idol.,6194,Premise: There is a person who is an idol for everyone. / Conclusion: Everybody has an idol.,n,html-keyboard-response,142,2.1.0,677160,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,quantifier
?,M00,modal,allowed_and,AND,,,Morgan is allowed to garnish the plates or bake the rolls.,Morgan is allowed to garnish the plates and is allowed to bake the rolls.,3632,Premise: Morgan is allowed to garnish the plates or bake the rolls. / Conclusion: Morgan is allowed to garnish the plates and is allowed to bake the rolls.,b,html-keyboard-response,144,2.1.0,681803,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_and
Y,C27,control,quantifier,,,,Every table is a piece of furniture.,"If you have a table in your room, you have a piece of furniture.",3415,"Premise: Every table is a piece of furniture. / Conclusion: If you have a table in your room, you have a piece of furniture.",b,html-keyboard-response,146,2.1.0,686221,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,quantifier
N,M20,modal,all_single,A,,,Everyone edited the raw photos or charged the camera batteries.,Some people edited the raw photos.,8836,Premise: Everyone edited the raw photos or charged the camera batteries. / Conclusion: Some people edited the raw photos.,n,html-keyboard-response,148,2.1.0,696061,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_single
Y,C41,control,presupposition,,,,"Maggie spent holidays in Paris, again.",Maggie had already visited Paris before.,5126,"Premise: Maggie spent holidays in Paris, again. / Conclusion: Maggie had already visited Paris before.",b,html-keyboard-response,150,2.1.0,702189,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
Y,C36,control,presupposition,,,,John quit smoking last year.,John used to smoke in the past.,2293,Premise: John quit smoking last year. / Conclusion: John used to smoke in the past.,b,html-keyboard-response,152,2.1.0,705492,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
Y,C05,control,conjunction,,,,The drone circled over the field and recorded the migrating birds.,The drone captured footage of the migrating birds.,5025,Premise: The drone circled over the field and recorded the migrating birds. / Conclusion: The drone captured footage of the migrating birds.,b,html-keyboard-response,154,2.1.0,711525,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conjunction
N,C19,control,conditional,,,,"If Adam visits the new exhibition, he will take some photos.",Adam will go to see the new display.,5890,"Premise: If Adam visits the new exhibition, he will take some photos. / Conclusion: Adam will go to see the new display.",n,html-keyboard-response,156,2.1.0,718421,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
N,C09,control,conjunction,,,,The train passed through the village and slowed near the small station.,The train ended its route in the village.,6742,Premise: The train passed through the village and slowed near the small station. / Conclusion: The train ended its route in the village.,n,html-keyboard-response,158,2.1.0,726165,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conjunction
?,W41,want,atleast_single_a,A,,,Dakota wants to cue the playlist or at least label the name tags.,Dakota wants to cue the playlist.,3647,Premise: Dakota wants to cue the playlist or at least label the name tags. / Conclusion: Dakota wants to cue the playlist.,b,html-keyboard-response,160,2.1.0,730813,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_a
Y,C15,control,conditional,,,,"Since Daniel overslept, he arrived at the meeting much later than planned.",Daniel got up later than he intended.,7141,"Premise: Since Daniel overslept, he arrived at the meeting much later than planned. / Conclusion: Daniel got up later than he intended.",b,html-keyboard-response,162,2.1.0,738966,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conditional
N,C06,control,conjunction,,,,Sophie cleaned the guest room and changed all the bed linens.,Sophie attended a music festival.,3271,Premise: Sophie cleaned the guest room and changed all the bed linens. / Conclusion: Sophie attended a music festival.,n,html-keyboard-response,164,2.1.0,743237,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conjunction
N,C20,control,conditional,,,,"If the software updates successfully, the interface will change.",The layout will look different.,5524,"Premise: If the software updates successfully, the interface will change. / Conclusion: The layout will look different.",b,html-keyboard-response,166,2.1.0,749771,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conditional
?,M12,modal,must_single,A,,,Tegan should sew the fabric border or glue the pieces.,Tegan may sew the fabric border.,3497,Premise: Tegan should sew the fabric border or glue the pieces. / Conclusion: Tegan may sew the fabric border.,b,html-keyboard-response,168,2.1.0,754269,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_single
N,C33,control,quantifier,,,,Every table is a piece of furniture.,"If you have only a table in your room, you don’t have any furniture.",6388,"Premise: Every table is a piece of furniture. / Conclusion: If you have only a table in your room, you don’t have any furniture.",n,html-keyboard-response,170,2.1.0,761661,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,3247,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,172,2.1.0,765917,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,must_single
N,C34,control,quantifier,,,,Everyone read at least one book.,There is a book that has been read by everyone.,4967,Premise: Everyone read at least one book. / Conclusion: There is a book that has been read by everyone.,n,html-keyboard-response,174,2.1.0,771894,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,W39,want,want_mind_single,B,,,Remy wants to jog the trail loop or map the running route.,Remy has no objection to mapping the running route.,6091,Premise: Remy wants to jog the trail loop or map the running route. / Conclusion: Remy has no objection to mapping the running route.,b,html-keyboard-response,176,2.1.0,778989,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_single
Y,C13,control,conditional,,,,"Since Maria forgot her umbrella, she got soaked on her way home.",Maria didn’t take an umbrella with her.,4028,"Premise: Since Maria forgot her umbrella, she got soaked on her way home. / Conclusion: Maria didn’t take an umbrella with her.",b,html-keyboard-response,178,2.1.0,784029,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conditional
?,W24,want,want_and,AND,,,Jordan wants to preheat the oven or grill the skewers.,Jordan wants to preheat the oven and wants to grill the skewers.,4376,Premise: Jordan wants to preheat the oven or grill the skewers. / Conclusion: Jordan wants to preheat the oven and wants to grill the skewers.,b,html-keyboard-response,180,2.1.0,789413,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_and
Y,C38,control,presupposition,,,,Emma talked to her son.,Emma has children.,8935,Premise: Emma talked to her son. / Conclusion: Emma has children.,b,html-keyboard-response,182,2.1.0,799357,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
N,C35,control,quantifier,,,,Everybody has an idol.,There is a person who is an idol for everyone.,2230,Premise: Everybody has an idol. / Conclusion: There is a person who is an idol for everyone.,n,html-keyboard-response,184,2.1.0,802589,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,quantifier
?,W36,want,want_mind_single,A,,,Marley wants to refill the water bottles or set up the yoga mats.,Marley does not mind refilling the water bottles.,3108,Premise: Marley wants to refill the water bottles or set up the yoga mats. / Conclusion: Marley does not mind refilling the water bottles.,b,html-keyboard-response,186,2.1.0,806700,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_single
Y,C03,control,conjunction,,,,The cyclist crossed the old bridge and took a break by the river.,The cyclist rested near the water.,6403,Premise: The cyclist crossed the old bridge and took a break by the river. / Conclusion: The cyclist rested near the water.,b,html-keyboard-response,188,2.1.0,814117,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,conjunction
N,C42,control,presupposition,,,,Anne quit smoking last year.,Anne never smoked in the past.,4167,Premise: Anne quit smoking last year. / Conclusion: Anne never smoked in the past.,n,html-keyboard-response,190,2.1.0,819285,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,presupposition
N,C10,control,conjunction,,,,Liam repaired the old radio and tested its signal range.,Liam travelled to the mountains.,3798,Premise: Liam repaired the old radio and tested its signal range. / Conclusion: Liam travelled to the mountains.,n,html-keyboard-response,192,2.1.0,824084,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,conjunction
Y,C26,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it will have poison glands.",4652,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it will have poison glands.",b,html-keyboard-response,194,2.1.0,829741,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,quantifier
?,W32,want,want_mind_and,AND,,,Elliot wants to check the bike tires or cool down after practice.,"Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",5015,"Premise: Elliot wants to check the bike tires or cool down after practice. / Conclusion: Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",b,html-keyboard-response,196,2.1.0,835756,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_mind_and
N,C45,control,presupposition,,,,Jim realized that the window was broken.,Jim realized that there were two windows.,3493,Premise: Jim realized that the window was broken. / Conclusion: Jim realized that there were two windows.,n,html-keyboard-response,198,2.1.0,840253,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,presupposition
Y,C40,control,presupposition,,,,Ruth knows that roses require a lot of water.,Roses need a lot of water.,3270,Premise: Ruth knows that roses require a lot of water. / Conclusion: Roses need a lot of water.,b,html-keyboard-response,200,2.1.0,844533,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
N,M17,modal,all_and,AND,,,Every participant tested the smoke detector or organized the tool box.,"At least one participant tested the smoke detector, and at least one participant organized the tool box.",6752,"Premise: Every participant tested the smoke detector or organized the tool box. / Conclusion: At least one participant tested the smoke detector, and at least one participant organized the tool box.",n,html-keyboard-response,202,2.1.0,852293,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,modal,all_and
?,W28,want,want_single,A,,,Alex wants to set up the tripod or test the shutter remote.,Alex wants to set up the tripod.,3328,Premise: Alex wants to set up the tripod or test the shutter remote. / Conclusion: Alex wants to set up the tripod.,b,html-keyboard-response,204,2.1.0,856629,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_single
?,M07,modal,allowed_single,B,,,Sage is cleared to paint the background or cut the stencil.,Sage is cleared to cut the stencil.,2690,Premise: Sage is cleared to paint the background or cut the stencil. / Conclusion: Sage is cleared to cut the stencil.,b,html-keyboard-response,206,2.1.0,860325,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_single
Y,C37,control,presupposition,,,,Mary visited her brother.,Mary has siblings.,8503,Premise: Mary visited her brother. / Conclusion: Mary has siblings.,n,html-keyboard-response,208,2.1.0,869829,EXPERIMENTAL,66d9cd06e207a93377f7820e,Y,control,presupposition
N,C43,control,presupposition,,,,Sue visited her brother.,Sue has no siblings.,3079,Premise: Sue visited her brother. / Conclusion: Sue has no siblings.,n,html-keyboard-response,210,2.1.0,873917,EXPERIMENTAL,66d9cd06e207a93377f7820e,N,control,presupposition
?,M03,modal,allowed_and,AND,,,Drew is cleared to repair the loose hinge or sweep the front porch.,Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,5661,Premise: Drew is cleared to repair the loose hinge or sweep the front porch. / Conclusion: Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,b,html-keyboard-response,212,2.1.0,880589,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,modal,allowed_and
?,W26,want,want_and,AND,,,Shiloh wants to confirm the hotel reservation or download the maps.,Shiloh wants to confirm the hotel reservation and wants to download the maps.,3975,Premise: Shiloh wants to confirm the hotel reservation or download the maps. / Conclusion: Shiloh wants to confirm the hotel reservation and wants to download the maps.,b,html-keyboard-response,214,2.1.0,885573,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,want_and
?,W43,want,atleast_single_a,A,,,Finley wants to clean the watering cans or at least pull the weeds.,Finley wants to clean the watering cans.,2701,Premise: Finley wants to clean the watering cans or at least pull the weeds. / Conclusion: Finley wants to clean the watering cans.,b,html-keyboard-response,216,2.1.0,889277,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_a
?,W44,want,atleast_single_b,B,,,Harper wants to prepare the snack table or at least arrange the seating.,Harper wants to arrange the seating.,2592,Premise: Harper wants to prepare the snack table or at least arrange the seating. / Conclusion: Harper wants to arrange the seating.,b,html-keyboard-response,218,2.1.0,892877,EXPERIMENTAL,66d9cd06e207a93377f7820e,?,want,atleast_single_b
N,P03,control,conditional,,,0.0,"If Laura finishes preparing the detailed report today, she will send it to the entire team.",Laura will send the report to the team.,7630,"Premise: If Laura finishes preparing the detailed report today, she will send it to the entire team. / Conclusion: Laura will send the report to the team.",b,html-keyboard-response,2,2.1.0,26692,PRACTICE,5dd5e27fe25acf59990e1adf,N,control,conditional
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,6625,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,5,2.1.0,37973,PRACTICE,5dd5e27fe25acf59990e1adf,Y,control,quantifier
N,P05,control,quantifier,,,0.0,Some blondes have dark eyes.,Some blondes have dark clothes.,4403,Premise: Some blondes have dark eyes. / Conclusion: Some blondes have dark clothes.,n,html-keyboard-response,8,2.1.0,45549,PRACTICE,5dd5e27fe25acf59990e1adf,N,control,quantifier
