correct,verb,item,condition,sentence,structure,subcondition,order,relation,logical_truth,item1,item2,item1_type,item2_type,tribe,feedback_correct,feedback_incorrect,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,JATOS_STUDY_RESULT_ID,JATOS_STUDY_RESULT_UUID,JATOS_WORKER_ID,JATOS_START_DATE,JATOS_END_DATE,JATOS_DURATION,JATOS_STUDY_STATE,PROLIFIC_STUDY_ID,PROLIFIC_SESSION_ID,STIMULUS_CORRECT,STIMULUS_LOGICAL_TRUTH,STIMULUS_CONDITION,STIMULUS_SUBCONDITION,STIMULUS_ORDER
N,prefer,PS88,PREFER_SAME,William-the-Nomad prefers to eat a plum rather than a mango,preference,wants_vs_wants,AB,eq,N,a plum,a mango,wants,wants,Nomad,,,1749,a plum rather than a mango,n,html-keyboard-response,347,2.1.0,500397,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,wants_vs_wants,AB
Y,prefer,PD54,PREFER_DIFFERENT,Matthew-the-Urbanite prefers to eat a sausage rather than an apple,preference,accepts_vs_dislikes,AB,gt,Y,a sausage,an apple,accepts,dislikes,Urbanite,,,5104,a sausage rather than an apple,b,html-keyboard-response,352,2.1.0,508010,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,prefer,PS79,PREFER_SAME,Joseph-the-Urbanite prefers to eat beef rather than pork,preference,accepts_vs_accepts,AB,eq,N,beef,pork,accepts,accepts,Urbanite,,,1661,beef rather than pork,n,html-keyboard-response,357,2.1.0,512182,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,DC43,DOUBLE_CONTROL,Dorothy-the-Nomad wants to eat a meatball or a kebab,disjunction,accepts|accepts,AB,,N,a meatball,a kebab,accepts,accepts,Nomad,,,1433,a meatball or a kebab,b,html-keyboard-response,362,2.1.0,516124,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,AB
Y/N,want,EX113,EXPERIMENTAL,Richard-the-Nomad wants to eat a meatball or an apple,disjunction,wants|accepts,BA,,NA,a meatball,an apple,accepts,wants,Nomad,,,2903,a meatball or an apple,b,html-keyboard-response,367,2.1.0,521538,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,prefer,PD75,PREFER_DIFFERENT,Mark-the-Nomad prefers to eat a sausage rather than a cherry,preference,accepts_vs_wants,BA,lt,N,a sausage,a cherry,accepts,wants,Nomad,,,2310,a sausage rather than a cherry,n,html-keyboard-response,372,2.1.0,526358,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y,want,SC15,SINGLE_CONTROL,Sandra-the-Nomad wants to eat a cherry,single,wants,single,,Y,a cherry,,wants,,Nomad,,,1382,a cherry,b,html-keyboard-response,377,2.1.0,530249,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,SINGLE_CONTROL,wants,single
N,prefer,PD65,PREFER_DIFFERENT,Steven-the-Urbanite prefers to eat a sausage rather than a cake,preference,accepts_vs_wants,BA,lt,N,a sausage,a cake,accepts,wants,Urbanite,,,3258,a sausage rather than a cake,n,html-keyboard-response,382,2.1.0,536015,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
N,want,DC36,DOUBLE_CONTROL,Donald-the-Nomad wants to eat a muffin or a cake,disjunction,dislikes|dislikes,AB,,N,a muffin,a cake,dislikes,dislikes,Nomad,,,1798,a muffin or a cake,n,html-keyboard-response,387,2.1.0,540323,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
Y,prefer,PD72,PREFER_DIFFERENT,David-the-Nomad prefers to eat a cranberry rather than a burger,preference,wants_vs_accepts,AB,gt,Y,a cranberry,a burger,wants,accepts,Nomad,,,2150,a cranberry rather than a burger,n,html-keyboard-response,392,2.1.0,544983,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
N,prefer,PS78,PREFER_SAME,John-the-Urbanite prefers to eat pork rather than ribs,preference,accepts_vs_accepts,AB,eq,N,pork,ribs,accepts,accepts,Urbanite,,,1534,pork rather than ribs,n,html-keyboard-response,397,2.1.0,549027,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PS86,PREFER_SAME,Nancy-the-Nomad prefers to eat a hotdog rather than a meatloaf,preference,accepts_vs_accepts,AB,eq,N,a hotdog,a meatloaf,accepts,accepts,Nomad,,,1726,a hotdog rather than a meatloaf,n,html-keyboard-response,402,2.1.0,553267,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PD58,PREFER_DIFFERENT,Anthony-the-Urbanite prefers to eat a mango rather than pork,preference,dislikes_vs_accepts,BA,lt,N,a mango,pork,dislikes,accepts,Urbanite,,,3925,a mango rather than pork,n,html-keyboard-response,407,2.1.0,559702,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,want,SC3,SINGLE_CONTROL,Dorothy-the-Urbanite wants to eat a meatball,single,accepts,single,,N,a meatball,,accepts,,Urbanite,,,1220,a meatball,b,html-keyboard-response,412,2.1.0,563433,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,SINGLE_CONTROL,accepts,single
Y/N,want,EX99,EXPERIMENTAL,Jennifer-the-Urbanite wants to eat beef or a brownie,disjunction,wants|accepts,BA,,NA,beef,a brownie,accepts,wants,Urbanite,,,2099,beef or a brownie,b,html-keyboard-response,417,2.1.0,568041,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC25,DOUBLE_CONTROL,Steven-the-Urbanite wants to eat a meatloaf or a sausage,disjunction,accepts|accepts,AB,,N,a meatloaf,a sausage,accepts,accepts,Urbanite,,,1280,a meatloaf or a sausage,b,html-keyboard-response,422,2.1.0,571831,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,AB
Y,want,DC30,DOUBLE_CONTROL,Emily-the-Urbanite wants to eat a chocolate or a brownie,disjunction,wants|wants,AB,,Y,a chocolate,a brownie,wants,wants,Urbanite,,,1501,a chocolate or a brownie,b,html-keyboard-response,427,2.1.0,575839,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,DOUBLE_CONTROL,wants|wants,AB
N,prefer,PS89,PREFER_SAME,Margaret-the-Nomad prefers to eat a peach rather than a plum,preference,wants_vs_wants,AB,eq,N,a peach,a plum,wants,wants,Nomad,,,2011,a peach rather than a plum,n,html-keyboard-response,432,2.1.0,580362,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,wants_vs_wants,AB
N,prefer,PD70,PREFER_DIFFERENT,Emily-the-Nomad prefers to eat a brownie rather than a steak,preference,dislikes_vs_accepts,BA,lt,N,a brownie,a steak,dislikes,accepts,Nomad,,,3608,a brownie rather than a steak,n,html-keyboard-response,437,2.1.0,586482,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y,want,SC8,SINGLE_CONTROL,William-the-Urbanite wants to eat a donut,single,wants,single,,Y,a donut,,wants,,Urbanite,,,1143,a donut,b,html-keyboard-response,442,2.1.0,590133,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,SINGLE_CONTROL,wants,single
Y,want,DC53,DOUBLE_CONTROL,Andrew-the-Nomad wants to eat a cranberry or an apple,disjunction,wants|wants,BA,,Y,a cranberry,an apple,wants,wants,Nomad,,,1843,a cranberry or an apple,b,html-keyboard-response,447,2.1.0,594485,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y/N,want,EX111,EXPERIMENTAL,Jessica-the-Nomad wants to eat a burger or a grapefruit,disjunction,wants|accepts,BA,,NA,a burger,a grapefruit,accepts,wants,Nomad,,,1848,a burger or a grapefruit,b,html-keyboard-response,452,2.1.0,598840,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC26,DOUBLE_CONTROL,Donna-the-Urbanite wants to eat a hotdog or a meatloaf,disjunction,accepts|accepts,AB,,N,a hotdog,a meatloaf,accepts,accepts,Urbanite,,,1828,a hotdog or a meatloaf,b,html-keyboard-response,457,2.1.0,603176,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,AB
Y,prefer,PD61,PREFER_DIFFERENT,Lisa-the-Urbanite prefers to eat a cookie rather than a steak,preference,wants_vs_accepts,AB,gt,Y,a cookie,a steak,wants,accepts,Urbanite,,,3176,a cookie rather than a steak,n,html-keyboard-response,462,2.1.0,608862,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,prefer,PD74,PREFER_DIFFERENT,Thomas-the-Nomad prefers to eat a pear rather than a meatball,preference,wants_vs_accepts,AB,gt,Y,a pear,a meatball,wants,accepts,Nomad,,,1966,a pear rather than a meatball,n,html-keyboard-response,467,2.1.0,613340,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y/N,want,EX100,EXPERIMENTAL,Mary-the-Urbanite wants to eat a steak or a chocolate,disjunction,wants|accepts,BA,,NA,a steak,a chocolate,accepts,wants,Urbanite,,,2168,a steak or a chocolate,b,html-keyboard-response,472,2.1.0,618016,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC47,DOUBLE_CONTROL,Daniel-the-Nomad wants to eat a hotdog or ribs,disjunction,accepts|accepts,BA,,N,a hotdog,ribs,accepts,accepts,Nomad,,,1529,a hotdog or ribs,b,html-keyboard-response,477,2.1.0,622054,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,want,DC46,DOUBLE_CONTROL,Nancy-the-Nomad wants to eat a meatloaf or a hotdog,disjunction,accepts|accepts,BA,,N,a meatloaf,a hotdog,accepts,accepts,Nomad,,,2009,a meatloaf or a hotdog,b,html-keyboard-response,483,2.1.0,630354,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,want,SC12,SINGLE_CONTROL,Linda-the-Nomad wants to eat a kebab,single,accepts,single,,N,a kebab,,accepts,,Nomad,,,856,a kebab,b,html-keyboard-response,488,2.1.0,633718,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,SINGLE_CONTROL,accepts,single
Y/N,want,EX98,EXPERIMENTAL,Anthony-the-Urbanite wants to eat a donut or pork,disjunction,wants|accepts,AB,,NA,a donut,pork,wants,accepts,Urbanite,,,1278,a donut or pork,b,html-keyboard-response,493,2.1.0,637505,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,DC27,DOUBLE_CONTROL,Betty-the-Urbanite wants to eat a hotdog or ribs,disjunction,accepts|accepts,BA,,N,a hotdog,ribs,accepts,accepts,Urbanite,,,1022,a hotdog or ribs,b,html-keyboard-response,498,2.1.0,641035,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,prefer,PD69,PREFER_DIFFERENT,James-the-Nomad prefers to eat a donut rather than beef,preference,dislikes_vs_accepts,BA,lt,N,a donut,beef,dislikes,accepts,Nomad,,,1874,a donut rather than beef,n,html-keyboard-response,503,2.1.0,645419,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,want,DC41,DOUBLE_CONTROL,Michael-the-Nomad wants to eat a chocolate or a cookie,disjunction,dislikes|dislikes,BA,,N,a chocolate,a cookie,dislikes,dislikes,Nomad,,,894,a chocolate or a cookie,n,html-keyboard-response,508,2.1.0,648822,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
N,prefer,PD63,PREFER_DIFFERENT,Karen-the-Urbanite prefers to eat a kebab rather than a lollipop,preference,accepts_vs_wants,BA,lt,N,a kebab,a lollipop,accepts,wants,Urbanite,,,2627,a kebab rather than a lollipop,n,html-keyboard-response,513,2.1.0,653960,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
N,want,DC19,DOUBLE_CONTROL,Jennifer-the-Urbanite wants to eat a peach or a plum,disjunction,dislikes|dislikes,AB,,N,a peach,a plum,dislikes,dislikes,Urbanite,,,1232,a peach or a plum,n,html-keyboard-response,518,2.1.0,657702,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
Y,prefer,PD68,PREFER_DIFFERENT,Robert-the-Nomad prefers to eat pork rather than caramel,preference,accepts_vs_dislikes,AB,gt,Y,pork,caramel,accepts,dislikes,Nomad,,,2646,pork rather than caramel,b,html-keyboard-response,523,2.1.0,662856,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y,want,DC49,DOUBLE_CONTROL,Margaret-the-Nomad wants to eat a peach or a plum,disjunction,wants|wants,AB,,Y,a peach,a plum,wants,wants,Nomad,,,2629,a peach or a plum,b,html-keyboard-response,528,2.1.0,668056,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y,want,DC34,DOUBLE_CONTROL,Thomas-the-Urbanite wants to eat a lollipop or a cupcake,disjunction,wants|wants,BA,,Y,a lollipop,a cupcake,wants,wants,Urbanite,,,1756,a lollipop or a cupcake,b,html-keyboard-response,533,2.1.0,672345,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y,Y,DOUBLE_CONTROL,wants|wants,BA
N,prefer,PS80,PREFER_SAME,Charles-the-Urbanite prefers to eat a steak rather than beef,preference,accepts_vs_accepts,AB,eq,N,a steak,beef,accepts,accepts,Urbanite,,,1569,a steak rather than beef,n,html-keyboard-response,538,2.1.0,676418,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,accepts_vs_accepts,AB
Y/N,want,EX104,EXPERIMENTAL,Joshua-the-Nomad wants to eat a pear or a cupcake,disjunction,wants|dislikes,AB,,NA,a pear,a cupcake,wants,dislikes,Nomad,,,2257,a pear or a cupcake,n,html-keyboard-response,543,2.1.0,681182,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,prefer,PS87,PREFER_SAME,Daniel-the-Nomad prefers to eat a mango rather than an orange,preference,wants_vs_wants,AB,eq,N,a mango,an orange,wants,wants,Nomad,,,2155,a mango rather than an orange,n,html-keyboard-response,548,2.1.0,685843,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,SC13,SINGLE_CONTROL,Andrew-the-Nomad wants to eat a meatball,single,accepts,single,,N,a meatball,,accepts,,Nomad,,,1321,a meatball,b,html-keyboard-response,553,2.1.0,689670,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,SINGLE_CONTROL,accepts,single
Y/N,want,EX97,EXPERIMENTAL,Susan-the-Urbanite wants to eat caramel or ribs,disjunction,wants|accepts,AB,,NA,caramel,ribs,wants,accepts,Urbanite,,,2128,caramel or ribs,b,html-keyboard-response,558,2.1.0,694302,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,DC37,DOUBLE_CONTROL,Paul-the-Nomad wants to eat caramel or a muffin,disjunction,dislikes|dislikes,AB,,N,caramel,a muffin,dislikes,dislikes,Nomad,,,2656,caramel or a muffin,n,html-keyboard-response,563,2.1.0,699462,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,want,DC24,DOUBLE_CONTROL,Joshua-the-Urbanite wants to eat a sausage or a meatball,disjunction,accepts|accepts,AB,,N,a sausage,a meatball,accepts,accepts,Urbanite,,,1447,a sausage or a meatball,b,html-keyboard-response,568,2.1.0,703414,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,AB
N,want,DC29,DOUBLE_CONTROL,James-the-Urbanite wants to eat pork or beef,disjunction,accepts|accepts,BA,,N,pork,beef,accepts,accepts,Urbanite,,,1685,pork or beef,b,html-keyboard-response,573,2.1.0,707605,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,accepts|accepts,BA
Y/N,want,EX96,EXPERIMENTAL,Ashley-the-Urbanite wants to eat a muffin or a hotdog,disjunction,wants|accepts,AB,,NA,a muffin,a hotdog,wants,accepts,Urbanite,,,2079,a muffin or a hotdog,b,html-keyboard-response,578,2.1.0,712188,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,SC0,SINGLE_CONTROL,Charles-the-Urbanite wants to eat a strawberry,single,dislikes,single,,N,a strawberry,,dislikes,,Urbanite,,,1053,a strawberry,n,html-keyboard-response,583,2.1.0,715747,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,SINGLE_CONTROL,dislikes,single
N,want,DC22,DOUBLE_CONTROL,Kimberly-the-Urbanite wants to eat a grapefruit or a cranberry,disjunction,dislikes|dislikes,BA,,N,a grapefruit,a cranberry,dislikes,dislikes,Urbanite,,,2011,a grapefruit or a cranberry,n,html-keyboard-response,588,2.1.0,720274,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y/N,want,EX92,EXPERIMENTAL,Linda-the-Urbanite wants to eat a biscuit or a cranberry,disjunction,wants|dislikes,AB,,NA,a biscuit,a cranberry,wants,dislikes,Urbanite,,,3582,a biscuit or a cranberry,n,html-keyboard-response,593,2.1.0,726374,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,want,DC23,DOUBLE_CONTROL,Karen-the-Urbanite wants to eat a cranberry or an apple,disjunction,dislikes|dislikes,BA,,N,a cranberry,an apple,dislikes,dislikes,Urbanite,,,2716,a cranberry or an apple,n,html-keyboard-response,598,2.1.0,731688,EXPERIMENTAL,67722f8e3a4f08a288a1f640,2582,300334db-5049-4949-9381-ea72c29e8313,2455,1768882762034,1768883658389,00:14:56,FINISHED,696e824812786c0f3a8b7680,696f0244c10b7d6b996a9e38,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
